Name,Room Type,Days of Stay,Price per Night ($),# of tenants,Total Reviews,Experience Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Overall Rating,Bayesian Rating
Large Bedroom + Private Bathroom in Fairview,Private room,3,125.0,1,16,10.0,10.0,10.0,10.0,10.0,50.0,48.44678580286527
Pearl by the Sunset Beach,Entire home/apt,1,139.0,1,51,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.49441903834875
Super Luxurious/Spacious1200+ft 2Bed Best Location,Entire home/apt,30,207.0,5,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
2-bedroom for 2~4 person.,Private room,1,99.0,3,26,9.5,9.0,10.0,10.0,9.0,47.5,48.37488484642827
"Centrally Located Downtown w/patio, pool and gym",Entire home/apt,2,185.0,6-10,44,9.700000000000001,10.0,10.0,10.0,9.0,48.7,48.42736653589611
"Contemporary NEW Dunbar Home (10 mins to D/T, UBC)",Entire home/apt,1,100.0,3,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
6818-6 Cozy Queen bedroom near Skytrain & Airport,Private room,30,29.0,1,18,8.1,8.0,9.0,9.0,9.0,43.1,48.26870702109214
Brand New Apt - LUXURY 1BR with FREE Parking,Entire home/apt,1,110.0,3,59,9.600000000000001,9.0,9.0,10.0,10.0,47.6,48.343024652347644
Room for rent near sky-train(Nanaimo Station),Private room,1,58.0,1,15,9.3,9.0,10.0,9.0,9.0,46.3,48.36251222207187
Singh,Entire home/apt,2,178.0,5,6,7.300000000000001,7.0,9.0,8.0,8.0,39.3,48.32742630889619
UBC Nearby 2Queen beds and 1bath  Seperste Suit,Entire home/apt,1,150.0,3,2,9.0,7.0,8.0,8.0,10.0,42.0,48.389940925214844
Main Street bright new 2 bedroom suite,Entire home/apt,30,120.0,3,8,10.0,10.0,10.0,10.0,10.0,50.0,48.42823996170546
"3 Bed Urban Townhome, heart of Fairview-min30days",Entire home/apt,30,225.0,4,8,9.5,9.0,10.0,10.0,10.0,48.5,48.41032951394426
ALBERNI ST LUXURY 2 BED w SWEEPING CITY VIEWS,Entire home/apt,30,279.0,3,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
🌟Modern 2BR+Den+2BA Heart of Downtown + Parking,Entire home/apt,30,127.0,3,31,9.8,10.0,10.0,10.0,10.0,49.8,48.471458548835
Bright Modern Private 1Bdrm Suite,Entire home/apt,2,95.0,2,19,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.442468097419464
Gastown large loft space with 2 'bedrooms' & den.,Entire home/apt,3,225.0,3,15,9.5,10.0,10.0,10.0,10.0,49.5,48.43341325604528
BEAUTIFUL AND COZY DOWNTOWN VANCOUVER CONDO,Entire home/apt,30,116.0,1,11,9.8,10.0,10.0,10.0,10.0,49.8,48.43197737643782
The Greenway Suite - The Heights of East Vancouver,Entire home/apt,2,69.0,1,52,9.8,10.0,10.0,10.0,10.0,49.8,48.51053329739868
"Private room for female, Gym+Pool, Amazing View!",Private room,30,51.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Spacious Studio Close to Downtown,Entire home/apt,2,98.0,1,70,10.0,10.0,10.0,10.0,10.0,50.0,48.56136717806373
Comfortable 1 BDR Apt on The Drive- close to DT,Entire home/apt,1,60.0,1,10,10.0,10.0,10.0,10.0,9.0,49.0,48.41803686658133
"Cozy, vibrant apartment in the West End",Entire home/apt,2,50.0,1,16,9.600000000000001,8.0,10.0,10.0,10.0,47.6,48.39014863472369
Beautiful Apartment Best Area Downtown Vancouver,Entire home/apt,3,185.0,2,15,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43784457066862
"Spacious, private bed and bath in a stunning area!",Private room,2,90.0,1,17,9.8,9.0,10.0,10.0,10.0,48.8,48.41902912274324
Luxurious master bedroom + Balcony + Jacuzzi,Private room,4,90.0,1,9,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.42521724939293
Master bedroom in the Dwelling Place,Private room,1,90.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Vancouver INDEPENDENGT WHOLE FLOOR 1BR near UBC,Entire home/apt,1,148.0,1,15,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.43562891335694
Vancouver Modern 2BDRM Condo w/ Pool + Gym,Entire home/apt,30,230.0,3,26,9.3,10.0,10.0,10.0,9.0,48.3,48.40511740456781
Beautiful and cozy 1 bedroom.,Entire home/apt,1,88.0,1,46,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.48661126319585
Charming 1 Bed + 1 Bath + 1  Parking DOWNTOWN,Entire home/apt,2,110.0,3,92,9.700000000000001,10.0,9.0,10.0,10.0,48.7,48.44472251239079
Convenient Main Street Area  2 Bedroom Suite,Entire home/apt,1,175.0,5,39,9.8,10.0,10.0,10.0,10.0,49.8,48.48662022017498
Amazing family space in East Vancouver,Entire home/apt,1,128.0,4,16,9.3,9.0,10.0,10.0,10.0,48.3,48.40666780876498
Downtown Vancouver - stay in Granville Island!,Entire home/apt,3,250.0,3,18,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.443412903445086
The Garden on Main Street,Entire home/apt,3,85.0,1,15,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43784457066862
The Charles Street Residence - Perfect Location,Entire home/apt,2,172.0,3,13,9.200000000000001,10.0,10.0,10.0,10.0,49.2,48.42447522124838
Downtown Studio,Entire home/apt,30,82.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Private + NEW Vancouver Suite w/ Your Own Entry!,Entire home/apt,1,88.0,1,36,9.8,10.0,10.0,10.0,9.0,48.8,48.429399390175725
"Great Value, Entire Place!",Entire home/apt,1,69.0,1,2,9.0,10.0,9.0,10.0,9.0,47.0,48.4050011661787
1 Bedroom w Private Bathroom & Balcony-10min to DT,Private room,180,,1,22,9.1,8.0,9.0,10.0,10.0,46.1,48.334971892313824
Furnished room + bath marina side Downtown,Private room,30,140.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"Bright, Large 2 Bedroom suite near Commercial Dr",Entire home/apt,2,150.0,3,34,9.9,10.0,10.0,10.0,10.0,49.9,48.48207007807853
Spacious Room w/ Private Bathroom  Near Transit,Private room,2,90.0,1,31,9.3,10.0,10.0,10.0,9.0,48.3,48.404358981735434
"Charming and Elegant,  4 bdr residence in Oakridge",Entire home/apt,3,258.0,6-10,30,9.5,9.0,10.0,10.0,10.0,48.5,48.413180309743716
Luxury Living on Famous Beach Ave - steps to beach,Entire home/apt,30,185.0,3,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Heritage Home - Small Private Room in big house,Private room,2,45.0,1,3,10.0,9.0,10.0,10.0,10.0,49.0,48.41191093886113
Comfy room in shared renovated home,Private room,2,60.0,1,15,8.9,9.0,10.0,10.0,9.0,46.9,48.37580616594188
Rose Cottage,Entire home/apt,10,200.0,5,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
"Modern, Family Friendly Home Near Downtown",Entire home/apt,3,305.0,3,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
B) Cozy Bright room near airport & Skytrain,Private room,20,35.0,1,22,9.1,9.0,10.0,10.0,10.0,48.1,48.39929937769394
High end 2Bd half duplex  - walk to the beach!,Entire home/apt,3,250.0,4,9,9.8,10.0,10.0,10.0,10.0,49.8,48.42789981273123
Newly Reno'd 2 bdrm Kitsilano - Centrally Located,Entire home/apt,30,225.0,5,50,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.499888728009346
Creative Loft in Mount Pleasant,Entire home/apt,1,230.0,5,17,9.600000000000001,10.0,9.0,10.0,10.0,48.6,48.414021758972986
"INCREDIBLE VIEW- Newly Designed,Sleeps 6 w/Parking",Entire home/apt,2,335.0,5,34,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41856433095209
Westend Elegant Studio w/Parking/Ocean Front Views,Entire home/apt,3,263.0,3,8,9.1,9.0,10.0,10.0,10.0,48.1,48.40555339454128
Dream apartment? Above a brewery ? Beer included!,Private room,3,65.0,1,3,8.0,10.0,10.0,6.0,7.0,41.0,48.37582071329723
The Artist Townhouse in West Point Grey,Entire home/apt,2,650.0,6-10,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Location! location! Beautiful condo in the City.,Entire home/apt,30,125.0,3,4,8.0,10.0,8.0,8.0,8.0,42.0,48.37075191342741
Cozy room in shared renovated comfortable home,Private room,2,56.0,1,24,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.415919496126314
Newly renovated 1 bdrm suite (main floor)!,Entire home/apt,2,125.0,1,28,9.200000000000001,10.0,10.0,10.0,9.0,48.2,48.400754745424145
Tranquil Retreat in Vancouver’s Old Port District,Entire home/apt,1,189.0,3,70,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.42748739664297
Mount Pleasant One Bedroom Suite,Entire home/apt,30,102.0,1,34,9.8,10.0,10.0,10.0,10.0,49.8,48.477185020607266
Stunning Character House off The Drive,Entire home/apt,4,219.0,4,13,10.0,10.0,10.0,10.0,10.0,50.0,48.43988262865579
Kits Beach Garden Suite,Entire home/apt,3,108.0,1,49,9.8,10.0,10.0,10.0,10.0,49.8,48.50509250962399
"Sunny, Centrally Located Room",Private room,2,35.0,1,18,9.1,9.0,9.0,10.0,10.0,47.1,48.37458937403331
Deluxe Bright Room - Close To Airport & Skytrain,Private room,1,36.0,1,68,9.9,10.0,10.0,10.0,10.0,49.9,48.54811064978446
Deluxe Owl Room - Close To Airport & Skytrain,Private room,1,31.0,1,61,9.5,10.0,10.0,10.0,10.0,49.5,48.50127354680865
Heather House - 2 Minutes from Skytrain!,Entire home/apt,30,128.0,3,34,9.8,10.0,10.0,10.0,10.0,49.8,48.477185020607266
Private Residential Retreat in Vancouver,Entire home/apt,2,129.0,2,14,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43597747683825
Vancouver Guest Suite 2 Minutes from Skytrain!,Entire home/apt,30,102.0,3,33,9.5,10.0,10.0,10.0,10.0,49.5,48.46103708538511
Kaslo Guesthouse,Entire home/apt,30,140.0,1,8,9.8,10.0,10.0,10.0,10.0,49.8,48.42585190200396
Shangri La Private Residences,Entire home/apt,30,319.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"Cozy West End hideaway @ English Bay, Stanley Park",Entire home/apt,2,117.0,3,49,9.3,9.0,10.0,10.0,10.0,48.3,48.40171698219783
Lovely Westside Private Garden Suite!,Entire home/apt,2,95.0,1,69,9.9,10.0,10.0,10.0,10.0,49.9,48.5499600196206
Modern Industrial Chic Garden Suite,Entire home/apt,2,180.0,3,36,9.9,10.0,10.0,10.0,10.0,49.9,48.48613291453102
Bright modern and welcoming family townhome,Entire home/apt,4,150.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Executive condo amazing high floor views Parking,Entire home/apt,3,220.0,4,17,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.439058577824234
Bright newly renovated 1 bedroom.,Private room,2,80.0,1,12,9.600000000000001,9.0,9.0,10.0,10.0,47.6,48.39483794412857
"New/Modern condo, 3 mins to downtown, fits 5",Entire home/apt,1,190.0,4,33,9.4,10.0,10.0,10.0,10.0,49.4,48.45628888394627
Discount: ♥ of downtown loft w parking & roof deck,Entire home/apt,1,196.0,1,48,9.9,10.0,10.0,10.0,10.0,49.9,48.51002925963754
"Private Remodelled  Room , Near Transit",Private room,2,70.0,1,13,8.8,10.0,10.0,9.0,9.0,46.8,48.37825299902616
Cozy Private Room that is  Transit Friendly,Private room,2,59.0,1,29,9.200000000000001,9.0,9.0,10.0,9.0,46.2,48.31652789340471
Garden Suite Homestead,Entire home/apt,6,120.0,3,12,8.8,9.0,10.0,10.0,10.0,47.8,48.398398774989104
Bright 2BedRoom Airy Unique Simply White Apartment,Entire home/apt,30,130.0,3,39,9.700000000000001,10.0,9.0,10.0,10.0,48.7,48.4254219320152
"Fraser St newly renovated, bright and cheery condo",Entire home/apt,3,142.0,1,47,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.494810683134915
Garden View One bedroom Suite ～Near UBC 花园一景套房,Entire home/apt,2,108.0,2,17,8.9,10.0,9.0,9.0,10.0,46.9,48.37145916692585
Modern Private Suite in 1922 Heritage House,Entire home/apt,1,79.0,1,84,9.4,10.0,10.0,10.0,10.0,49.4,48.520805327537076
Luxury Seaside Living - Biking Kayaking,Private room,2,245.0,3,10,10.0,10.0,10.0,10.0,10.0,50.0,48.43291781896229
Comfy Kitsilano Condo,Entire home/apt,5,150.0,2,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Scottish Style Ocean View House,Private room,2,99.0,1,7,9.4,10.0,10.0,9.0,10.0,48.4,48.409149139525645
Private BR Main St to Downtown UBC Langara Room G,Private room,60,29.0,1,2,10.0,9.0,10.0,10.0,10.0,49.0,48.41102526256424
"Bright, mountain view room in East Vancouver!!",Private room,4,69.0,1,21,10.0,10.0,10.0,10.0,10.0,50.0,48.458156331394804
YVR Hip Main Street Vacation Home,Entire home/apt,30,125.0,3,23,10.0,10.0,10.0,10.0,10.0,50.0,48.4626580647338
Beauty Coal Harbour downtown view Vancouver oasis,Entire home/apt,30,78.0,2,3,10.0,9.0,9.0,10.0,10.0,48.0,48.40739966066565
"Robson st, Downtown Vancouver+Free Parking",Entire home/apt,3,300.0,2,9,7.300000000000001,8.0,7.0,7.0,9.0,38.3,48.27365242077892
***Private Safe Suite ***Super Convenient Location,Entire home/apt,2,79.0,1,91,9.3,9.0,10.0,10.0,10.0,48.3,48.396043525023444
2 BR + 1.5 Bath With Private Outdoor Patio,Entire home/apt,21,244.0,3,15,10.0,10.0,10.0,10.0,10.0,50.0,48.44449154260362
Beautiful Central Downtown Condo West End/Yaletown,Entire home/apt,30,79.0,1,9,9.8,10.0,10.0,10.0,10.0,49.8,48.42789981273123
Modern clean condo with million $$$ view!,Entire home/apt,2,119.0,3,22,10.0,10.0,10.0,10.0,10.0,50.0,48.460410488805046
"Beautiful Ensuite Rm,3 min walk to Skytrain/mall",Private room,7,85.0,1,8,10.0,10.0,10.0,10.0,10.0,50.0,48.42823996170546
Japanese Style Suite Vancouver West Dunbar,Entire home/apt,5,240.0,3,2,9.0,8.0,9.0,9.0,9.0,44.0,48.39596502160038
Luxe & Spacious Condo in Iconic Downtown Building,Entire home/apt,181,500.0,2,30,10.0,10.0,10.0,10.0,10.0,50.0,48.47820921147782
Brand New Luxury 2br Townhouse,Entire home/apt,5,175.0,4,36,9.8,10.0,10.0,10.0,10.0,49.8,48.48097532140782
"Private Bedroom, 15 min to YVR, 15 min to Downtown",Private room,4,35.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Elegant 1 BR with Beautiful City Views & Parking,Entire home/apt,2,151.0,3,57,9.8,10.0,10.0,10.0,10.0,49.8,48.519500381561414
South Van,Entire home/apt,2,99.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Vancouver Luxury 1 Bed 1 bath Suite w Kitchen,Entire home/apt,2,87.0,3,26,9.200000000000001,9.0,9.0,10.0,10.0,47.2,48.363547637125954
Bright Granville island apartment,Entire home/apt,30,110.0,1,9,10.0,10.0,10.0,10.0,10.0,50.0,48.43058237606953
Bright Space in Downtown Vancouver,Entire home/apt,3,180.0,3,44,9.3,10.0,9.0,10.0,10.0,48.3,48.40243735742586
"Vancouver ParkHouse - Laundry, Parking, Transit!",Entire home/apt,30,90.0,1,55,9.5,10.0,10.0,10.0,9.0,48.5,48.416207495596446
Immaculate Studio Suite in Vancouver's West End,Entire home/apt,30,90.0,1,5,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.41817207547624
Beautiful apartment,Private room,1,200.0,2,3,6.7,7.0,9.0,9.0,10.0,41.7,48.37897860803407
Stunning Character Kits Point Beach Home,Entire home/apt,2,375.0,4,13,10.0,9.0,10.0,10.0,10.0,49.0,48.42062336939653
30 days+ Bright& Private: VGH Oak St,Entire home/apt,30,60.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Modern Curated Art Heritage House,Entire home/apt,2,149.0,3,39,9.8,10.0,10.0,10.0,10.0,49.8,48.48662022017498
Cozy Sunset View Apartment - Centrally Located!,Entire home/apt,3,135.0,1,29,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.46341646069849
"Modern, open concept main floor suite with patio!",Entire home/apt,2,200.0,3,1,10.0,10.0,6.0,8.0,8.0,42.0,48.399578845162374
Cozy and Clean private two bedroom suite,Entire home/apt,2,120.0,4,14,9.4,10.0,10.0,10.0,10.0,49.4,48.42976445908677
宜人居。,Private room,1,130.0,1,6,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.420839482548885
270 degree ocean view Condo in Downtown Vancouver,Entire home/apt,30,99.0,2,59,9.600000000000001,9.0,9.0,10.0,10.0,47.6,48.343024652347644
Sweet home in the heart of Vancouver downtown,Entire home/apt,60,120.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"Suite Home Vancouver ~ 2BR, Laundry, Free Parking",Entire home/apt,2,89.0,3,38,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.473886820489504
Private Master Bedroom/Washroom Downtown-King bed,Private room,1,155.0,1,8,9.3,9.0,10.0,10.0,9.0,47.3,48.39600115573531
"Very spacious, 3 levels house.",Entire home/apt,30,521.0,,6,9.3,9.0,10.0,10.0,10.0,48.3,48.408264632249484
Private bedroom and bathroom - Downtown -twin bed,Private room,1,145.0,1,4,8.5,9.0,9.0,9.0,10.0,45.5,48.39177293444843
quiet place and close to airport,Private room,1,40.0,1,5,9.0,8.0,10.0,10.0,9.0,46.0,48.39118556872962
Modern Tudor Family Home - West Side of Vancouver,Entire home/apt,14,,6-10,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
友人居,Private room,1,103.0,1,6,8.3,9.0,9.0,8.0,9.0,43.3,48.36335445260877
Jericho Summer House - Near UBC and Buses to DT,Entire home/apt,30,197.0,1,35,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.42384616118028
"Bright, cozy room in East Vancouver",Private room,2,59.0,1,11,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41236370630409
New Basement Suite with Private Entrance,Entire home/apt,2,73.0,6-10,48,9.8,10.0,10.0,10.0,10.0,49.8,48.50326869625726
MEEM LOFT - a creative studio,Entire home/apt,2,245.0,3,45,10.0,10.0,10.0,10.0,10.0,50.0,48.510496144756225
Great Location! Modern 3BR in DT w/ parking!,Entire home/apt,3,225.0,4,56,9.200000000000001,10.0,9.0,9.0,9.0,46.2,48.2369370116193
Brand New Seaview High-rise Apartment Downtown,Entire home/apt,1,630.0,5,94,9.9,10.0,10.0,10.0,10.0,49.9,48.59460419886595
Cozy Condo in the Heart of Vancouver,Entire home/apt,30,125.0,2,4,9.5,10.0,10.0,10.0,10.0,49.5,48.415796958472455
#201 Clean Floor Level Room with Garden Views,Private room,1,52.0,1,9,10.0,9.0,10.0,10.0,9.0,48.0,48.40375674268652
Cozy 2BR Multi-Level Laneway- 1min to Train Stn,Entire home/apt,1,100.0,3,18,9.9,10.0,10.0,10.0,10.0,49.9,48.44870702109214
"Stunning 4BR Mansion @ English Bay, Stanley Park",Entire home/apt,2,401.0,6-10,47,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.42189107805734
Nice place with amazing views,Private room,1,28.0,1,4,7.5,6.0,10.0,8.0,10.0,41.5,48.36774891042441
"quiet near airport, per head accommodation",Private room,1,40.0,1,1,10.0,8.0,8.0,8.0,10.0,44.0,48.40259543641426
Bohemian Vibes in new apartment! With VIEW!!,Entire home/apt,5,120.0,2,37,9.8,10.0,10.0,10.0,9.0,48.8,48.429929577028126
Yaletown - Clean and Quiet Living,Entire home/apt,30,125.0,1,2,10.0,9.0,10.0,10.0,10.0,49.0,48.41102526256424
Bright beautiful OCEAN VIEW full Suite,Entire home/apt,3,117.0,1,38,9.8,10.0,10.0,10.0,10.0,49.8,48.484743963346645
Sunny corner one bedroom suite in Mount Pleasant,Entire home/apt,153,80.0,1,2,8.0,7.0,10.0,10.0,9.0,44.0,48.39596502160038
Stylish Condo in Downtown with free parking!,Entire home/apt,2,229.0,5,57,9.3,10.0,9.0,9.0,10.0,47.3,48.321308448320806
Poppy Lane Studio,Entire home/apt,1,80.0,1,39,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.48105673943317
Charming Fraserhood Family Home Near Downtown,Entire home/apt,5,200.0,4,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Ground Floor One Bedroom Suite with Garden Patio,Entire home/apt,2,96.0,3,7,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.422751531154944
Vancouver downtown ocean view 2bedrooms 2bathrooms,Entire home/apt,30,128.0,5,3,9.3,10.0,10.0,10.0,10.0,49.3,48.41326432231978
Comfort about 15 min from Downtown via Skytrain.,Entire home/apt,1,89.0,1,15,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.413472340240254
New Private entry 2 bedrooms/close to skytrain,Entire home/apt,5,114.0,3,58,9.8,10.0,10.0,10.0,10.0,49.8,48.52127885325368
"Beachy Kits SW☀️Garden🌷Parking,Gym,Hotub Mthly Disc",Entire home/apt,28,110.0,2,4,9.5,10.0,10.0,10.0,10.0,49.5,48.415796958472455
Downtown! Steps from Rogers Arena /BC Place/ Parq,Entire home/apt,30,546.0,6-10,60,9.9,10.0,10.0,10.0,10.0,49.9,48.53313126640256
Family Character Home in Cedar Cottage,Entire home/apt,5,150.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Pretty,Entire home/apt,1,200.0,2,1,2.0,2.0,6.0,4.0,6.0,20.0,48.366396341391635
BC Place/ Modern 1BR with a nice balcony,Entire home/apt,1,296.0,3,95,9.3,9.0,9.0,10.0,10.0,47.3,48.2700406530286
Cozy studio garden suite in beautiful Kitsilano!,Entire home/apt,2,109.0,1,22,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.450761365998034
Unforgettable Luxury Condo with Ocean Views!,Entire home/apt,30,134.0,5,73,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.527511257609056
Beautiful bright and clean place in heart of Kits,Entire home/apt,2,150.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
elegant clean 2 bedroom 2 bathrooms paradise,Entire home/apt,90,119.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Cambie room(can be entire suite with Langara room),Private room,1,49.0,3,14,8.1,8.0,10.0,9.0,9.0,44.1,48.320001145477306
New Modern Home with Large Deck and Mountain Views,Entire home/apt,3,599.0,5,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Newly renovated 3bdrm bsmt suite!,Entire home/apt,2,160.0,5,15,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43784457066862
Cambie Luxury Condo • AC/ radiant♨️/ 🅿️ /skytrain🚝,Entire home/apt,28,98.0,1,18,10.0,10.0,10.0,10.0,10.0,50.0,48.45135407991567
D70 - Brand new 1 bedroom near Waterfront,Entire home/apt,30,90.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Mt. Pleasant Carriage House,Entire home/apt,1,98.0,3,57,9.5,10.0,10.0,10.0,10.0,49.5,48.49571734957254
Modern High Rise Condo with View Next to Skytrain,Entire home/apt,7,100.0,1,64,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.42606167264828
Vancouver shaughnessy Hanson home(388sq.ft.),Private room,1,150.0,1,12,9.5,10.0,10.0,10.0,10.0,49.5,48.42866583730364
"Family-friendly home near skytrain and ""The Drive""",Entire home/apt,3,150.0,4,3,9.3,8.0,10.0,9.0,10.0,46.3,48.39973048773332
★ Modern New Micro-Suite near PNE ★,Entire home/apt,1,106.0,1,25,10.0,10.0,10.0,10.0,10.0,50.0,48.467133587107206
Main Street Garden Suite,Entire home/apt,2,70.0,2,8,8.8,8.0,10.0,10.0,10.0,46.8,48.39003100648158
Luxury 2 bedroom apt with mountain and water view,Entire home/apt,30,180.0,4,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Five star 2br suite monthly stay cross Trump Tower,Entire home/apt,30,152.0,4,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
Prime location in Downtown Westend! Walk to Beach,Private room,30,55.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Peaceful Oasis in Heart of Mount Pleasant,Entire home/apt,2,150.0,1,6,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.41185744662074
Stunning Heritage Home in Mount Pleasant Vancouver,Entire home/apt,2,225.0,5,7,9.700000000000001,9.0,10.0,9.0,10.0,47.7,48.40182477480218
